date,wd,regime,severity,score,priority_date,priority_admin_no,priority_structure,location_structure,water_source,date_time_set,date_time_released,year,month,doy
2010-09-08,69,Free River,0,0,,,,,,,,2010,9,251
2010-09-09,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,252
2010-09-09,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,252
2010-09-09,69,Free River,0,0,,,,,,,,2010,9,252
2010-09-10,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,253
2010-09-10,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,253
2010-09-10,69,Free River,0,0,,,,,,,,2010,9,253
2010-09-11,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,254
2010-09-11,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,254
2010-09-11,69,Free River,0,0,,,,,,,,2010,9,254
2010-09-12,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,255
2010-09-12,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,255
2010-09-12,69,Free River,0,0,,,,,,,,2010,9,255
2010-09-13,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,256
2010-09-13,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,256
2010-09-13,69,Free River,0,0,,,,,,,,2010,9,256
2010-09-14,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,257
2010-09-14,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,257
2010-09-14,69,Free River,0,0,,,,,,,,2010,9,257
2010-09-15,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,258
2010-09-15,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,258
2010-09-15,69,Free River,0,0,,,,,,,,2010,9,258
2010-09-16,1,Mild Administration,1,25,05/31/1907,20969.0,RIVERSIDE CANAL,BIJOU CANAL,SOUTH PLATTE RIVER,09/09/2010 08:00,09/17/2010 08:00,2010,9,259
2010-09-16,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,259
2010-09-16,69,Free River,0,0,,,,,,,,2010,9,259
2010-09-17,1,Free River,0,0,,,,,,,,2010,9,260
2010-09-17,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,260
2010-09-17,69,Free River,0,0,,,,,,,,2010,9,260
2010-09-18,1,Free River,0,0,,,,,,,,2010,9,261
2010-09-18,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,261
2010-09-18,69,Free River,0,0,,,,,,,,2010,9,261
2010-09-19,1,Free River,0,0,,,,,,,,2010,9,262
2010-09-19,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,262
2010-09-19,69,Free River,0,0,,,,,,,,2010,9,262
2010-09-20,1,Free River,0,0,,,,,,,,2010,9,263
2010-09-20,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,263
2010-09-20,69,Free River,0,0,,,,,,,,2010,9,263
2010-09-21,1,Free River,0,0,,,,,,,,2010,9,264
2010-09-21,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,264
2010-09-21,69,Free River,0,0,,,,,,,,2010,9,264
2010-09-22,1,Free River,0,0,,,,,,,,2010,9,265
2010-09-22,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,265
2010-09-22,69,Free River,0,0,,,,,,,,2010,9,265
2010-09-23,1,Free River,0,0,,,,,,,,2010,9,266
2010-09-23,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/04/2010 08:00,09/24/2010 00:01,2010,9,266
2010-09-23,69,Free River,0,0,,,,,,,,2010,9,266
2010-09-24,1,Free River,0,0,,,,,,,,2010,9,267
2010-09-24,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/24/2010 00:01,09/28/2010 08:00,2010,9,267
2010-09-24,69,Free River,0,0,,,,,,,,2010,9,267
2010-09-25,1,Free River,0,0,,,,,,,,2010,9,268
2010-09-25,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/24/2010 00:01,09/28/2010 08:00,2010,9,268
2010-09-25,69,Free River,0,0,,,,,,,,2010,9,268
2010-09-26,1,Free River,0,0,,,,,,,,2010,9,269
2010-09-26,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/24/2010 00:01,09/28/2010 08:00,2010,9,269
2010-09-26,69,Free River,0,0,,,,,,,,2010,9,269
2010-09-27,1,Free River,0,0,,,,,,,,2010,9,270
2010-09-27,3,Normal Administration,2,50,10/01/1867,6483.0,NEW MERCER DITCH,NEW MERCER DITCH,CACHE LA POUDRE RIVER,09/24/2010 00:01,09/28/2010 08:00,2010,9,270
2010-09-27,69,Free River,0,0,,,,,,,,2010,9,270
2010-09-28,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,09/28/2010 08:00,10/03/2010 08:00,2010,9,271
2010-09-28,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,9,271
2010-09-28,69,Free River,0,0,,,,,,,,2010,9,271
2010-09-29,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,09/28/2010 08:00,10/03/2010 08:00,2010,9,272
2010-09-29,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,9,272
2010-09-29,69,Free River,0,0,,,,,,,,2010,9,272
2010-09-30,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,09/28/2010 08:00,10/03/2010 08:00,2010,9,273
2010-09-30,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,9,273
2010-09-30,69,Free River,0,0,,,,,,,,2010,9,273
2010-10-01,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,09/28/2010 08:00,10/03/2010 08:00,2010,10,274
2010-10-01,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,274
2010-10-01,69,Free River,0,0,,,,,,,,2010,10,274
2010-10-02,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,09/28/2010 08:00,10/03/2010 08:00,2010,10,275
2010-10-02,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,275
2010-10-02,69,Free River,0,0,,,,,,,,2010,10,275
2010-10-03,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,276
2010-10-03,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,276
2010-10-03,69,Free River,0,0,,,,,,,,2010,10,276
2010-10-04,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,277
2010-10-04,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,277
2010-10-04,69,Free River,0,0,,,,,,,,2010,10,277
2010-10-05,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,278
2010-10-05,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,278
2010-10-05,69,Free River,0,0,,,,,,,,2010,10,278
2010-10-06,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,279
2010-10-06,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,279
2010-10-06,69,Free River,0,0,,,,,,,,2010,10,279
2010-10-07,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,280
2010-10-07,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,280
2010-10-07,69,Free River,0,0,,,,,,,,2010,10,280
2010-10-08,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,281
2010-10-08,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,281
2010-10-08,69,Free River,0,0,,,,,,,,2010,10,281
2010-10-09,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,282
2010-10-09,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,282
2010-10-09,69,Free River,0,0,,,,,,,,2010,10,282
2010-10-10,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,283
2010-10-10,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,283
2010-10-10,69,Free River,0,0,,,,,,,,2010,10,283
2010-10-11,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,284
2010-10-11,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,284
2010-10-11,69,Free River,0,0,,,,,,,,2010,10,284
2010-10-12,1,Mild Administration,1,25,01/05/1922,26302.23522,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/03/2010 08:00,10/13/2010 08:00,2010,10,285
2010-10-12,3,Senior Administration,3,75,03/01/1866,5904.0,BOX ELDER DITCH,BOX ELDER DITCH,CACHE LA POUDRE RIVER,09/28/2010 08:00,10/13/2010 08:00,2010,10,285
2010-10-12,69,Free River,0,0,,,,,,,,2010,10,285
2010-10-13,1,Mild Administration,1,25,06/12/1972,44723.0,LOWER PLATTE BEAVER D,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/13/2010 08:00,10/14/2010 08:00,2010,10,286
2010-10-13,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,286
2010-10-13,69,Free River,0,0,,,,,,,,2010,10,286
2010-10-14,1,Mild Administration,1,25,12/31/1987,50403.49841,VANCIL RES,NORTH STERLING CANAL,SOUTH PLATTE RIVER,10/14/2010 08:00,10/15/2010 08:00,2010,10,287
2010-10-14,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,287
2010-10-14,69,Free River,0,0,,,,,,,,2010,10,287
2010-10-15,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,288
2010-10-15,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,288
2010-10-15,69,Free River,0,0,,,,,,,,2010,10,288
2010-10-16,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,289
2010-10-16,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,289
2010-10-16,69,Free River,0,0,,,,,,,,2010,10,289
2010-10-17,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,290
2010-10-17,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,290
2010-10-17,69,Free River,0,0,,,,,,,,2010,10,290
2010-10-18,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,291
2010-10-18,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,291
2010-10-18,69,Free River,0,0,,,,,,,,2010,10,291
2010-10-19,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,292
2010-10-19,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,292
2010-10-19,69,Free River,0,0,,,,,,,,2010,10,292
2010-10-20,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,293
2010-10-20,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,293
2010-10-20,69,Free River,0,0,,,,,,,,2010,10,293
2010-10-21,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,294
2010-10-21,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,294
2010-10-21,69,Free River,0,0,,,,,,,,2010,10,294
2010-10-22,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,295
2010-10-22,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,295
2010-10-22,69,Free River,0,0,,,,,,,,2010,10,295
2010-10-23,1,Mild Administration,1,25,12/31/1988,50769.49378,RIVERSIDE CANAL,FT MORGAN CANAL,SOUTH PLATTE RIVER,10/15/2010 08:00,10/24/2010 08:00,2010,10,296
2010-10-23,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,296
2010-10-23,69,Free River,0,0,,,,,,,,2010,10,296
2010-10-24,1,Free River,0,0,,,,,,,,2010,10,297
2010-10-24,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,297
2010-10-24,69,Free River,0,0,,,,,,,,2010,10,297
2010-10-25,1,Free River,0,0,,,,,,,,2010,10,298
2010-10-25,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,298
2010-10-25,69,Free River,0,0,,,,,,,,2010,10,298
2010-10-26,1,Free River,0,0,,,,,,,,2010,10,299
2010-10-26,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,299
2010-10-26,69,Free River,0,0,,,,,,,,2010,10,299
2010-10-27,1,Free River,0,0,,,,,,,,2010,10,300
2010-10-27,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,300
2010-10-27,69,Free River,0,0,,,,,,,,2010,10,300
2010-10-28,1,Free River,0,0,,,,,,,,2010,10,301
2010-10-28,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,301
2010-10-28,69,Free River,0,0,,,,,,,,2010,10,301
2010-10-29,1,Free River,0,0,,,,,,,,2010,10,302
2010-10-29,3,Normal Administration,2,50,04/01/1870,7396.0,CANAL 3 DITCH,CANAL 3 DITCH,CACHE LA POUDRE RIVER,10/13/2010 08:00,10/30/2010 08:00,2010,10,302
2010-10-29,69,Free River,0,0,,,,,,,,2010,10,302
2010-10-30,1,Free River,0,0,,,,,,,,2010,10,303
2010-10-30,3,Mild Administration,1,25,12/18/1945,35050.18691,FOSSIL CREEK RES,FOSSIL CREEK RES,FOSSIL CREEK,10/30/2010 08:00,11/01/2010 08:00,2010,10,303
2010-10-30,69,Free River,0,0,,,,,,,,2010,10,303
2010-10-31,1,Free River,0,0,,,,,,,,2010,10,304
2010-10-31,3,Mild Administration,1,25,12/18/1945,35050.18691,FOSSIL CREEK RES,FOSSIL CREEK RES,FOSSIL CREEK,10/30/2010 08:00,11/01/2010 08:00,2010,10,304
2010-10-31,69,Free River,0,0,,,,,,,,2010,10,304
2010-11-01,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,305
2010-11-01,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,305
2010-11-01,69,Free River,0,0,,,,,,,,2010,11,305
2010-11-02,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,306
2010-11-02,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,306
2010-11-02,69,Free River,0,0,,,,,,,,2010,11,306
2010-11-03,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,307
2010-11-03,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,307
2010-11-03,69,Free River,0,0,,,,,,,,2010,11,307
2010-11-04,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,308
2010-11-04,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,308
2010-11-04,69,Free River,0,0,,,,,,,,2010,11,308
2010-11-05,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,309
2010-11-05,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,309
2010-11-05,69,Free River,0,0,,,,,,,,2010,11,309
2010-11-06,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,310
2010-11-06,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,310
2010-11-06,69,Free River,0,0,,,,,,,,2010,11,310
2010-11-07,1,Mild Administration,1,25,05/18/1905,20226.0,EMPIRE RES,JACKSON LAKE INLET DITCH,SOUTH PLATTE RIVER,11/01/2010 08:00,11/19/2010 08:00,2010,11,311
2010-11-07,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,311
2010-11-07,69,Free River,0,0,,,,,,,,2010,11,311
2010-11-08,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,11/08/2010 08:00,11/19/2010 08:00,2010,11,312
2010-11-08,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,312
2010-11-08,69,Free River,0,0,,,,,,,,2010,11,312
2010-11-09,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,11/08/2010 08:00,11/19/2010 08:00,2010,11,313
2010-11-09,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,313
2010-11-09,69,Free River,0,0,,,,,,,,2010,11,313
2010-11-10,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,11/08/2010 08:00,11/19/2010 08:00,2010,11,314
2010-11-10,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,314
2010-11-10,69,Free River,0,0,,,,,,,,2010,11,314
2010-11-11,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,11/08/2010 08:00,11/19/2010 08:00,2010,11,315
2010-11-11,3,Mild Administration,1,25,03/17/1892,15417.0,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RESERVOIR,CACHE LA POUDRE RIVER,11/01/2010 08:00,03/01/2011 06:00,2010,11,315
2010-11-11,69,Free River,0,0,,,,,,,,2010,11,315
2010-11-12,1,Mild Administration,1,25,01/05/1922,26302.23953,NORTH STERLING CANAL,NORTH STERLING CANAL,SOUTH PLATTE RIVER,11/08/2010 08:00,11/19/2010 08:00,2010,11,316
